"Date","Price","Open","High","Low","Change %"
"12/19/2024","10.694","10.713","10.694","10.687","4.99%"
"12/18/2024","10.186","10.157","10.194","10.157","0.30%"
"12/17/2024","10.156","10.187","10.187","10.104","0.95%"
"12/16/2024","10.060","10.140","10.140","10.120","-0.40%"
"12/13/2024","10.100","10.040","10.104","10.040","1.58%"
"12/11/2024","9.943","9.966","9.966","9.966","-0.13%"
"12/10/2024","9.956","10.017","10.017","9.964","-0.92%"
"12/09/2024","10.048","10.095","10.100","10.095","0.78%"
"12/06/2024","9.970","9.973","10.043","9.973","-0.46%"
"12/05/2024","10.016","10.010","10.026","10.010","0.50%"
"12/04/2024","9.966","10.045","10.045","9.994","0.30%"
"12/03/2024","9.936","9.956","9.956","9.944","0.16%"
"12/02/2024","9.920","9.975","9.975","9.968","0.24%"
"11/29/2024","9.896","9.910","9.910","9.900","0.37%"
"11/28/2024","9.860","10.007","10.007","9.943","-0.57%"
"11/27/2024","9.917","9.985","9.985","9.962","-1.09%"
"11/26/2024","10.026","10.042","10.042","10.034","1.01%"
"11/25/2024","9.926","9.907","9.943","9.907","-0.60%"
"11/22/2024","9.986","9.930","9.994","9.930","0.40%"
"11/21/2024","9.946","9.850","9.954","9.714","1.65%"
"11/20/2024","9.785","9.825","9.825","9.813","-0.25%"
"11/19/2024","9.810","9.880","9.880","9.852","-1.37%"
"11/15/2024","9.946","10.040","10.040","9.954","1.03%"
"11/14/2024","9.845","9.963","9.963","9.958","-1.51%"
"11/13/2024","9.996","10.063","10.063","10.040","-0.64%"
"11/12/2024","10.060","10.080","10.110","10.080","0.34%"
"11/11/2024","10.026","10.034","10.034","10.034","1.65%"
"11/08/2024","9.863","9.885","9.885","9.885","-0.66%"
"11/07/2024","9.929","9.963","9.963","9.963","-0.07%"
"11/06/2024","9.936","10.030","10.030","9.944","-0.40%"
"11/05/2024","9.976","9.984","9.984","9.984","-1.17%"
"11/04/2024","10.094","10.126","10.153","10.126","-0.75%"
"11/01/2024","10.170","10.070","10.210","10.040","1.60%"
"10/31/2024","10.010","10.070","10.070","10.040","0.10%"
"10/30/2024","10.000","10.035","10.040","10.035","-0.26%"
"10/29/2024","10.026","10.105","10.105","10.034","-0.79%"
"10/28/2024","10.106","10.140","10.140","9.714","0.20%"
"10/25/2024","10.086","10.100","10.100","10.094","0.50%"
"10/24/2024","10.036","10.028","10.044","10.028","-0.40%"
"10/23/2024","10.076","10.150","10.150","10.084","0.10%"
"10/22/2024","10.066","10.090","10.090","10.074","0.42%"
"10/21/2024","10.024","10.055","10.055","10.055","1.50%"
"10/18/2024","9.876","9.863","9.884","9.863","0.24%"
"10/17/2024","9.852","9.880","9.880","9.880","0.74%"
"10/16/2024","9.780","9.780","9.780","9.780","0.97%"
"10/15/2024","9.686","9.672","9.694","9.672","0.52%"
"10/14/2024","9.636","9.644","9.644","9.644","0.00%"
"10/11/2024","9.636","9.663","9.663","9.644","-0.72%"
"10/10/2024","9.706","9.690","9.714","9.690","1.15%"
"10/09/2024","9.596","9.593","9.604","9.593","0.75%"
"10/08/2024","9.525","9.560","9.560","9.560","-0.22%"
"10/07/2024","9.546","9.547","9.554","9.547","0.85%"
"10/04/2024","9.466","9.454","9.474","9.454","0.90%"
"10/03/2024","9.382","9.400","9.400","9.400","0.28%"
"10/02/2024","9.356","9.360","9.364","9.360","0.53%"
"09/30/2024","9.307","9.345","9.345","9.345","0.22%"
"09/27/2024","9.287","9.320","9.320","9.320","0.33%"
"09/26/2024","9.256","9.256","9.264","9.256","0.06%"
"09/25/2024","9.250","9.272","9.272","9.272","0.54%"
"09/24/2024","9.200","9.320","9.320","9.320","0.04%"
"09/23/2024","9.196","9.222","9.222","9.204","0.11%"
"09/20/2024","9.186","9.160","9.194","9.160","0.69%"
"09/19/2024","9.123","9.143","9.143","9.143","-0.14%"
"09/18/2024","9.136","9.225","9.225","9.144","-0.22%"
"09/17/2024","9.156","9.222","9.222","9.164","-0.87%"
"09/13/2024","9.236","9.440","9.440","9.244","-1.70%"
"09/12/2024","9.396","9.440","9.440","9.404","0.00%"
"09/11/2024","9.396","9.450","9.450","9.404","-1.05%"
"09/10/2024","9.496","9.482","9.504","9.482","0.91%"
"09/09/2024","9.410","9.435","9.435","9.435","-0.59%"
"09/06/2024","9.466","9.478","9.478","9.474","-0.32%"
"09/05/2024","9.496","9.578","9.578","9.504","-1.08%"
"09/04/2024","9.600","9.629","9.629","9.629","-0.79%"
